annotation_id,comment_text,pii_pattern_flag,final_label,review_status,reviewer_note
PHO_POS_000011,Xem ai chết hay ai bệnh gì là am ảnh.. nghĩ mình cũng y như day..k thoát ra đc..k dam xem gì hết nghĩ tiêu cực k,False,,,
PHO_POS_000012,"thật ra thì mình cũng rất ít khi ra ngoài luôn á , trừ khi những lúc nào đi học thì mình mới ra ngoài á , ở lớp mình nói truyện với bạn bè bình thường , đi chơi với bạn bè bình thường luôn cũng không đến mức là sợ giao tiếp luôn á , ở nhà thì mình không hay đi đâu , mình chỉ thấy đơn giản là cảm thấy trả muốn đi mà chỉ thích ở nhà thôi á , đôi lúc mình còn bị nói rụt rè , nhút nhát , xấu hổ các thứ , mà mình cũng không biết thực sự mình có sợ giao tiếp xã hội không nữa",False,,,
PHO_POS_000013,"Tôi hiện đang mắc kẹt vào chính những vấn đề của cuộc sống mình, tôi cảm thấy mình sinh ra vốn dĩ đã là điều sai lầm, tôi muốn kết thúc tất cả nhưng tôi còn rất nhiều thứ cần phải làm, tôi cũng sợ việc nếu mình thật sự tutu thì gia đình tôi sẽ mang tiếng, xã hội sẽ nghĩ gì. Những điều ấy đã níu tôi lại khỏi những suy nghĩ tiêu cực kia. Tôi mong một ngày nào đó tôi có thể thừa nhận rằng mình ổn dẫu chỉ là 1 ngày",False,,,
PHO_POS_000014,Em bị hay suy nghĩ linh tinh dù không muốn suy nghĩ nhưng không kiểm soát được c ạ,False,,,
PHO_POS_000015,Chị làm video về áp lực công việc và áp lực đồng nghiệp nhé. Với công việc áp lực thì nó là điều hiển nhiên. Nhưng khi em đối diện với áp lực đồnh nghiệp thì em thật sự ko cách nào có thể chịu đk áp lực ấy.,False,,,
PHO_POS_000016,"Phải gặp người mới của họ mỗi ngày, ánh mắt dò xét xem mình đã suy sụp ra sao. Từng tế bào như tê liệt",False,,,
PHO_POS_000017,"Khi vừa bước vào lớp 10, mình là cô bé mang trong mình đầy sự nhiệt huyết, đầy sự tự tin , luôn tràn đầy những năng lượng tích cực nhưng rồi bây giờ thì sao?. Tiêu cực, tự ti, nhạy cảm, không thể tự tin xuất hiện trước đám đông. Mình cũng không biết lý do tại sao bản thân mình lại như vậy. Những ngày đầu học ở lớp 10, mình sôi nổi, nhiệt huyết luôn cố gắng hết mình về chuyện học tập nhưng khi lên lớp 12 mình lại khép mình lại với tất cả mọi thứ xung quanh. Mình sợ mọi thứ xung quanh, mình sợ bản thân mình là điều gây rắc rối cho mọi người. Chưa tới 1 tháng nữa là mình thi nhưng mình không ngừng suy nghĩ tiêu cực, mình không thể cố gắng học được nữa, mình nản và mình mệt vì chính bản thân mình không thể cố gắng như ngày xưa. Xuất chúng đối với bản thân của mình chính là cái ngày xưa bản thân mình có thể làm được mà rất nhiều người không thể làm được giống mình. Còn bây giờ bản thân mình quá tệ và thê thảm",False,,,
PHO_POS_000018,"I have gotten better in taking risks and not fear failure, but as a much as I like that I feel like I can do anything no matter how difficult, and am often determined, I don't realize I am putting a lot on my plate. I kind of tunnel vision myself to get things done which ignores some basic needs sometimes like eating properly and sleep. In times where I'm supposed to have fun and relax I'd sometimes think about working on something. I don't give myself that moment to just sit and enjoy the present, keep thinking what's next. I often feel unfilled and upset, and feel like I am loosing time. Thing is, this is referring to my own projects and goals, this is not even about my full time job. So on top of all of that, yeah, I am stressing myself out in my free time. Home is work, work is work, I'm also a student, and I am trying to stay in touch with friends, and ultimately this is not leaving time to take care of myself. I realize... where's me in the schedule? I left an important person out. I am working towards giving myself breaks and make sure I am also taken care of, I need this guy to kind of... stay alive and healthy or something like that? Yeah let's do that.",False,,,
PHO_POS_000019,"Em dễ bị tụt mood nhanh rồi nói nhanh kể cả khó tập trung ở trên trường và ở nhà,đến việc khó chịu trong người cứ ở trong người em và mỗi tối rất khó ngủ nên mỗi lần thức dậy đều mệt mỏi. Liệu em có bị rối loạn lưỡng cực ko ạ?..",False,,,
PHO_POS_000020,Con cứ bị suy nghĩ làm hại người thân và bản thân con chưa biết cách sao để nó trôi qua. 7 tháng như vậy rui,False,,,
PHO_POS_000021,"khi lớn thêm mới thấy mệt mỏi hơn nhiều, nhớ nhà mà không dám gọi về",False,,,
PHO_POS_000022,con rất sợ trầm cảm nhưng làm gi để con vượt qua nó,False,,,
PHO_POS_000023,"Em mới chia tay, em đang đi du học, nên cô đơn lắm. Em với nó quen nhau trước khi em đi, cả hai cũng hi vọng có thể yêu xa được, nhưng khó quá. Nó chia tay em, em giờ vừa nhớ nó vừa nhớ nhà, nhớ bạn bè khủng khiếp. Bên đây không ai thân thiết, k ai hiểu được, tiêu xài cũng chẳng dám, giờ chỗ dựa tinh thần lớn nhất cũng mất rồi. Em cảm tưởng như không phải em đang sống mà là em đang ráng lếch qua ngày vậy thôi.",False,,,
PHO_POS_000024,"Buồn làm dell gì, Họ ko còn cần mk nữa thì mk cũng đừng ních kéo làm gì , Tôi đã nhận ra điều ngu ngốc đó nhờ nhìn vào ánh mắt thay vì lời nói , Ánh mắt ko còn muốn tiếp tục vs lại chán chường ... Tôi cũng đau khổ và dằn vặt bản thân lắm rồi ...",False,,,
PHO_POS_000025,"Sắp đến tết rồi mà người ấy rời bỏ tôi, mối tình đầu tuyệt đẹp của tôi cx đã mất rồi. Mong rằng tôi có thể mạnh mẽ hơn, tiếp tục con đường mà mình đã chọn, mong năm 2021 sẽ có nhiều điều tốt đẹp hơn...",False,,,
PHO_POS_000026,Bs ơi 10 năm nay em ko ngủ em đi hà nội khám ko ra bệnh thì em phải làm sao,False,,,
PHO_POS_000027,"Ngay từ những giây đầu tiên em đã phải thốt lên ""Wow wow wow! Anh Trí đang nói em ư"" vì thực sự em vừa và hiện tại vẫn đang trải qua cảm giác trầm cảm nhẹ vì cô đơn, chẳng có hứng thú muốn làm gì cả! Em thậm chí còn không biết em đang làm gì, nằm dài trên giường, mắt dán lên trần nhà nhưng trong đầu không có một cái gì cả! Cảm giác nghi ngờ về sự tồn tại của bản thân ý",False,,,
PHO_POS_000028,😢 cảm giác lo âu hồi hộp truớc các tình húôg giao tiếp lắm ạ. ngại ở những nơi đông ng nữa. lâu ngày có bị trầm cảm ko? bây h em chỉ múôn ở trog phòg 1 mik,False,,,
PHO_POS_000029,"Em cũng từng là một đứa overthinking từ bé, cho đến lúc đại học thì đã giảm bớt. Nhưng cuộc sống có nhiều biến cố xảy đến, nó làm em quay trở lại con bé 16t năm ấy, đến cho cuối năm nay, có một khoảnh khắc mà em nhận ra em đã học được bài học tỉnh thức qua biến cố gần như lớn nhất từ trước đến nay. Nhưng một tuần gần đây, nó lại quay lại, cũng là vì một biến cố gia đình khác, mọi việc buộc em phải suy nghĩ, trăn trở về con đường của mình, và nó lại xây lên cái vòng lặp cũ, những tổn thương tình cảm, mông lung trong sự nghiệp cộng thêm một khoảng thời gian cố gắng đến kiệt sức, mọi chuyện như càng tệ thêm, nhưng điều làm nó trầm trọng là em không chấp nhận là mình có vấn đề. Để rồi những cơn đau đầu cứ hành hạ mình trong khoảng thời gian chạy deadline, nó ảnh hưởng trực tiếp đến cuộc sống. Và em phải ngồi xuống, chấp nhận ra là mình ko ổn, chấp nhận những chuyện cũ dù sai đúng thì cũng ko thể là làm. Và thời khắc đó, tự nhiên cơn đau đầu nó nguôi dần. Cảm ơn những chia sẻ của anh ạ, em chỉ là có thêm một chút tâm sự trải nghiệm của mình thôi ạ.",False,,,
PHO_POS_000030,"Video của anh rất hữu ích! Bản thân em đã bị cả 9 giai đoạn, và đang ở số 9 gần như muốn bỏ mặc mọi thứ. Nhưng bản thân em cũng trau dồi và luyện được thói quen cân bằng hơn giữa cố gắng và bỏ mặc những thứ ko cần thiết quan trọng.",False,,,
PHO_POS_000031,"Bước chân đi xa nhà từ tuổi đôi mươi,cái tuổi mà được cho là đẹp nhất của 1 con người,thấm thoát giờ đã gần 20 năm rồi,nhìn lại thành quả của bản thân hiện tại thấy quá nhiều đau thương và nước mắt,tự nhủ phải thật trân trọng",False,,,
PHO_POS_000032,Mình bị đúng như vậy luôn. Ngày qua ngày lặp đi lặp lại ko thoát ra được,False,,,
PHO_POS_000033,"Mình cũng zậy bị nhức đầu uống thuốc nhiều say qua mất ngủ có khi ngủ đc có khi kg ngủ đc uống thuốc ngủ, mà tới 2. 3 giờ sáng mới ngủ ngủ đc 2. 3 tiếng đồng hồ",False,,,
PHO_POS_000034,nếu e mất ngủ sáng mai e ngháp hơn chục lần lun á chúc cj 1 buổi tối zui zui cùng các bn fan cutte nhan,False,,,
PHO_POS_000035,Tui bị trầm cảm...,False,,,
PHO_POS_000036,Rất rất mệt mỏi 😢,False,,,
PHO_POS_000037,"Nếu được hỏi, mình sẽ ko ngần ngại chọn ko sinh ra đời. Khi mình nói điều này với mọi người, họ nghĩ mình bi quan, mình bị trầm cảm, mình có suy nghĩ hơi lệch lạc. Nhưng mình vẫn luôn cố gắng sống như 1 bông hoa, vì dù sao mình đã sinh ra rồi.",False,,,
PHO_POS_000038,Lại là câu chia tay Ta có mệt không Vỡ nát bao nhiêu lâu rồi Trái tim người chẳng còn thấy ngàn nước mắt lệ sầu lại thêm đớn đau Ngập ngừng ta chưa nói Cứ thế rời đi Đôi chân chẳng còn mạnh mẽ Lí do chia tay ai còn biết đâu Về sau chẳng thấy để mất đi người mình yêu Đừng khóc một mình em ơi Vì những câu chuyện đâu ai hiểu được Là do ta đã quá yêu thôi mà Là do ta đã chấp nhận tổn thương Vì thế gian đầy ưu tư Vì thế ta lạc mất nhau thật rồi Anh chẳng thể níu giữ Anh chẳng thể lau những nỗi đau còn giấu Từ sâu trong đôi mắt em. Ngày mai kia sẽ khác Sẽ chẳng buồn đâu Sẽ chẳng là gì của nhau Dẫu chỉ gặp trên đường đời Sau này có thể một mai thì ta vẫn cười Đừng để dành suy tư Cho những ngày sau Em phải thật sự hạnh phúc Biết đâu chia tay Em lại tốt hơn là khi bên anh Em hãy yên tâm rời xa Đừng khóc một mình em ơi Vì những câu chuyện đâu ai hiểu được Là do ta đã quá yêu thôi mà Là do ta đã chấp nhận tổn thương Vì thế gian đầy ưu tư Vì thế ta lạc mất nhau thật rồi Anh chẳng thể níu giữ Anh chẳng thể lau những nỗi đau còn giấu Từ sâu trong đôi mắt em Đừng khóc một mình em ơi Vì những câu chuyện đâu ai hiểu được Là do ta đã quá yêu thôi mà Là do ta đã chấp nhận tổn thương Vì thế gian đầy ưu tư Vì thế ta lạc mất nhau thật rồi Anh chẳng thể níu giữ Anh chẳng thể lau những nỗi đau còn giấu Từ sâu trong đôi mắt em.,False,,,
PHO_POS_000039,"Những lúc mình ko ngồi học là mẹ mình đều nói mình trượt c3, mình biết là mẹ muốn tốt cho mình nhưng câu nói ấy làm mình khó chịu kinh khủng,mình ghét cái cách mẹ áp đặt sự thất bại,khinh miệt lên người mình",False,,,
PHO_POS_000040,"Cảm ơn thầy Năm! Em hiện đang là sinh viên nhưng rất mơ hồ về cuộc đời, k biết và k có động lực sống, k biết mình sống để làm gì từ đó sinh ra chán nản và mất phương hướng. Em rất mong thầy ra 1 tập TSKD hay 1 vid nói về chủ đề này, em cảm ơn thầy và toàn bộ ekip rất nhiều!",False,,,
PHO_POS_000041,"nó chỉ lành 1 phần trái tim đang và đã vỡ nát dần của mình thôi VSTN ạ,mình mệt lắm !",False,,,
PHO_POS_000042,"đồng cảm, gia đình mình vừa mất vì trầm cảm..",False,,,
PHO_POS_000043,Từ hồi lớp 5 mình rất hay khóc kh có lí do..nhịn khóc nhưng không nhịn đc thì điều này có gọi là bị trầm cảm kh ạ,False,,,
PHO_POS_000044,"Em quá tự ti về bản thân mình vì cái mũi của em , nó vừa bẹp và cánh mũi to làm tổng thể khuôn mặt em ko hài hòa, giờ em quá chán nản và nghĩ ông trời đã quá tàn nhẫn với em. Mỗi ngày đi học với em như 1 cực hình, đi qua ai cũng chê con xấu thế 😢 ko bt bao giờ thì mới tự tin lên đc 😊",False,,,
PHO_POS_000045,Ô thế tôi bị trầm cảm từ nhỏ à 🐧💦,False,,,
PHO_POS_000046,"Đúng là chỉ có người trải qua cái cảm giác đó rồi mới thấy, chia tay khi bản thân mình hề sẵn sàng cho điều đó, khi mà mình đặt rất nhiều kì vọng, đau không thở được, tim bị bóp nghẹt theo nghĩa vật lý luôn chứ ko phải đầu óc cảm nhận, cứ nghĩ là nước mắt rơi, trào ra không ngừng được. Đó ko phải là chuyện có gì đâu, là chuyện ai chả chia tay... phải rất lâu lâu xong mới hoàn toàn đến được giai đoạn tha thứ, và khi đã qua rồi ta sẽ hiểu được giá trị bản thân hơn, bản lĩnh hơn.",False,,,
PHO_POS_000047,"T lụy 1 bộ phim tình cảm , ngôn tình . Đúng hơn là do t thiếu thôna tình yêu thw nên t mới tìm tới thứ tình cảm đó , có lẽ là t đag thèm khát 1 tình yêu tới , không phải là 1 ngyeu, mà là 1 người đủ tình yêu thw để san sẻ cho t 1 phần nào đó . Dạo này t xích mích với gd , bb , cviec rất nhiều, nó kiến t stress kính khủng. Có 1 sự thật là t biết lý đó cho mọi hành động và suy nghĩ của t nhưng t lại chọn cái lơ nó đi . Có phải t quá thiếu thốn tình yêu thw từ gia đình kh , hay do t đag ở 1 cái tuổi mà xh cho rằng đó là cái tuổi ẩm ưởng nổi loạn . T biết câu trl , nhx cái t cần là 1 sự đồng điệu vô tình từ 1 người xa lạ . T thích chia sẻ và nói , nhx kh ai đủ tin tưởng , mà đúng hơn là t kh muốn họ nắm dc điểm yếu của mình . T sẽ bị overshare trong nhx lúc cảm xúc chạm đáy như mấy ngày hôm nay. T rất 1 có 1 ng cx hàn huyên tâm sự , 2 ng để tdaix bày nỗi buồn , có lẽ đó cx là lý đó mà nhiều bn hs bh lại chọn các yêu sớm như thế . Nhìn sâu hơn, 1 phần nào đó là do họ thiếu sự chia sẻ bà hòa jopwj tr gd",False,,,
PHO_POS_000048,"Mình nghĩ là ai cũng có áp lực mà bản thân phải đối mặt đúng không? Và đa phần thì những áp lực đó đều đến từ môi trường xung quanh như áp lực đồng trang lứa, gia đình, xã hội,v.v. Nhưng với mình thì áp lực đó lại đến từ chính tham vọng của mình, mình bắt ép bản thân phải học, phải trở nên xinh đẹp, phải giỏi giao tiếp. Chúng đều thành những áp lực mà ngày càng tích tụ. Mình trở nên tiêu cực, kiệt quệ tinh thần, có những tháng này mà mình chỉ có bấm điện thoại mà không rời giường nửa bước, rồi đêm đến lại khóc nấc từng cơn vì hối hận với những gì mình đã làm, một vòng lặp vô tận, mình cứ từ trên cao mà tụt xuống từng chút một như thế đấy. Mình không biết nên làm thế nào bây giờ, cảm giác như mọi thứ cứ dần lệch so với quỹ đạo của nó... rất khó khôi phục.",False,,,
PHO_POS_000049,"cháu cũng là một khán giả của chú, và cháu thừa nhận là mình đang bị overthinking cháu không mấy chia sẻ cho mọi người, đặc biệt là người trong gia đình vì luôn nghĩ họ không thể hiểu mình và sẽ dẫn đến trách móc cháu vẫn còn đang trong cấp hai, cụ thể là lớp 8, nhưng thời gian khoảng đầu năm 2023 vì có quá nhiều mệt mỏi nên cháu cũng mất dần hứng thú và mục tiêu trong học tập với cuộc sống thường ngày và với chính những sở thích mình từng say mê cháu ngày càng sống về đêm khi luôn thức tới hẳn 1 2h giờ sáng vì trằn trọc không thể ngủ được, kể cả khi biết rằng điều đó vốn rất có hại cho sức khỏe cháu có một người bạn rất thân ở trường nhưng dạo này tụi cháu không còn nói chuyện với nhau nhiều, cháu thấy buồn về điều đó và càng buồn hơn khi mình cứ để ý hành động của cậu ấy rồi suy diễn ra đủ một đống trường hợp và lại thao thức vì chính điều đó bạn bè những người biết cháu mắc overthinking luôn khuyên là nghĩ vừa thôi, nhưng cháu nghĩ mình không thể làm đc vì bản thân đã tự khóa mình trong một chiếc hộp và dòng chảy suy nghĩ thì cứ đổ ồ ạt vào đó cháu đã nghĩ rằng mình sẽ phải sống cùng với overthinking một cách mệt mỏi và cháu tự ghét bản thân mình vì điều đó nhưng có lẽ, cháu đã hiểu mình hơn qua video này của chú có lẽ không nên quá ghét cái overthinking này mà sẽ cố gắng điều chỉnh hướng suy nghĩ của mình sao cho tốt hơn cháu cũng tìm đc ra cho mình giải pháp nhờ chú chia sẻ, đặc biệt cái số một khá là có ích với cháu khi viết comment này ở đây, tâm trí cháu đang tạm thời bình yên và không mấy biến động nhưng biết đâu sẽ có những lúc cháu tiêu cực đến mức tự hành hạ bản thân vậy nên những gì chú chia sẻ cháu đều ghi lại và cố gắng để áp dụng nó vào tình huống của mình để làm bản thân thoải mái cảm ơn chú rất nhiều về chia sẻ ngày hôm nay ạ",False,,,
PHO_POS_000050,"Em bị rối loạn cũng khá lâu, mối lần em rối là em ăn nay em cũng 100kg giờ cũng rối hơn trước nữa",False,,,
PHO_POS_000051,Mình bị rùi,False,,,
PHO_POS_000052,"Con luôn sngi tiêu cực, tâm con rất mệt mỏi cha ơi 😢",False,,,
PHO_POS_000053,"Đầu tiên phải nói là em rất thích các video của chị, bổ ích mà còn có chút tếu táo trong đó nữa :v Cảm giác như ngồi trò chuyện với 1 người bạn vậy. Lần gần nhất em cảm thấy cô đơn cực độ là khi bắt đầu hành trình chuẩn bị để đi du học, là khoảng đầu 2023. Khi đó bạn bè mỗi người đã chọn 1 con đường riêng, có những người trước đây từng rất thân nhưng dần mang những quan điểm và niềm tin trái ngược nhau. Lúc đó em hay có cảm giác không được lắng nghe đủ sâu, không được thấu hiểu, và rất lạc lõng không biết mình sẽ đi đâu về đâu. Trước đây em thường khóc rất nhiều, rồi vùi đầu vào việc học và công việc để trì hoãn việc cảm nhận sự trống trải đó, nhưng hơn 1 năm trở lại đây thì em tạo thói quen viết nhật kí, đúng nghĩa là nhật kí :v viết vào đó gần như mỗi ngày, viết tất cả những gì mình đang cảm nhận, tất cả những thứ đang chạy trong đầu mình và đôi lúc em viết thư gửi cho chính mình. Không lo kể xong bị lơ đi hay bị phán xét. Dù mỗi ngày chỉ viết chút chút thôi, nhưng sau 1 thời gian dài, lúc rảnh ngồi đọc lại em mới thấy được sự cựa quậy, thay đổi trong cảm xúc và suy nghĩ của mình. Và ngoài ra em cũng dành thời gian cho 1 sở thích khác nữa, là nhiếp ảnh, rồi tạo 1 tài khoản instagram để kết nối và trao đổi với những người bạn có chung sở thích từ nhiều nơi khác nhau. Bây giờ nghía lại thấy có chút tự hào về bản thân vì đã tự tìm cách để cứu lấy mình :v",False,,,
PHO_POS_000054,"giờ mới xem clip này. vợ mình bị trầm cảm, quá đáng sợ, thức đêm liên miên, giờ thì đang nằm trong viện. 😢",False,,,
PHO_POS_000055,Con cảm thấy mệt mỏi với cs này quá rồi muốn buông bỏ tất cả,False,,,
PHO_POS_000056,"E bị giống như chị Vừng , e cảm thấy e rất nhỏ bé , tầm thường , học chăm chỉ nhưng điểm số lại lẹt đẹt , e thấy rất tuyệt vọng về bản thân ,chỉ muốn thu mình lại , bởi xung quanh e ai cũng giỏi cả , e chỉ muốn khóc , chỉ biết trách bản thân không cố gắng , e sợ điểm số thấp ,e sợ rằng e thua kém các bạn,e sợ rằng e không thể đạt đc nhưng cái mục đích , những cái lời hứa e tự đặt ra cho em , sợ ba mẹ buồn mặc dù ba mẹ e kh bao h bắt ép e học hành 😔",False,,,
PHO_POS_000057,Sáng thì cười tối thì khóc😊 Mình rất ko đc ổn😞,False,,,
PHO_POS_000058,Nhung nguoi di dan quan truc chiẻn o dia qhuong co duoc vao cuu chien binh o a,False,,,
PHO_POS_000059,Minh đang va uong thuoc theo đon bac si nguyễn trọng tuân ...chi đuoc nghe tieng bac chứ chua he biet mặt bac ...,False,,,
PHO_POS_000060,Tôi rât thich hơphoancanh tôi,False,,,
PHO_POS_000061,"Năm nay mình lớp 9,mình cảm thấy rất áp lực khi ba mẹ mình muốn mình đậu vào 1 trường chuyên,kể cả ngày nghỉ mình cx ko có time để thư giãn và học từ sáng tới tối,khi học xong thì mình muốn chơi game nhưng cx ko đc mà phải tự học tiếp.Dù bt ba mẹ ko ác với mình nhưng mình cảm thấy thật áp lực",False,,,
PHO_POS_000062,"Bản thân mình ko phải là ko hiểu những tác hại của việc thiếu ngủ, nhưng sống một mình bao nhiêu năm nay nẻn cứ nuông chiều cxuc thành một thói quen tệ hại - thức khuya. Mình ko nhớ nổi bnhieu năm rồi hiếm khi có đêm nào ngủ đc 6h (trừ ngày nghỉ đc phép ngủ nướng). Sau khi xem xong clip này phải lấy nó làm động lực thay đổi chứ ko thì ngày đi theo ông bà ko còn xa nữa ...",False,,,
PHO_POS_000063,"Nếu là tôi trong tình cảnh này thì tôi bỏ nhà rồi đi báo cảnh sát bắt giam cha mẹ tôi lại vì tội bạo hành con cái, sức kiên nhẫn và chịu đựng của con người luôn có giới hạn thì sẽ có lúc nào đó con cái mà họ ghét nhất sẽ nảy ra cái suy nghĩ không tốt đẹp lắm",False,,,
PHO_POS_000064,"Probably the best breakdown of what burnout is and how it affects us. I always thought it was solely due to workload, and was confused as to why I was burned out with so few tasks to do, but this explained it. Thank you!",False,,,
PHO_POS_000065,"bạn ngồi kế bên em em thấy bạn ấy ít nói và ko giao tiếp với em và các bạn, ko biết bạn có trầm cảm ko",False,,,
PHO_POS_000066,em bị mất ngủ kéo dài đi khám uống thuốc vài ba ngày thì mất ngủ 1 đêm có khi thức trắng cả đêm mà buổi trưa cũng không chợp mắt được .có cách nào kg ak,False,,,
PHO_POS_000067,ban dem em k ngu duoc ke ca ban ngay luon va dau oc em cu lun bun suy nghi hoai,False,,,
PHO_POS_000068,"e ít khi cmt trên utube, n thực sự nó nói đúng tâm trạng của em, tới mức em không còn muốn có con nữa, vì em ko đủ tự tin để nuôi dạy ai, em sợ con em sống 1 cuộc đời khốn nạn như em",False,,,
PHO_POS_000069,"Như nhìn thấy quá khứ của mk vậy, giờ đây mk rối loạn cảm xúc lưỡng cực, gần như luôn hưng cảm nhưng luôn luôn trầm cảm nặng, rối loạn giấc ngủ, tâm thần phân liệt, test nhân cách thì SC cao,cuồng loạn,... Mk khuyên không nên vì sợ mà để con ở nhà một mk quá lâu, nó còn bộc phát như cậu bé kia còn tốt đấy, đến lúc im lặng thì mọi chuyện kết thúc rồi, đứa bé có thể vẫn yêu bạn, nhưng lớn lên nó se, tìm mọi cách thoát khỏi bạn, vẫn sẽ phụ g dưỡng bạn nhưng nó cũng oán trách bạn. Bố mẹ mk cãi nhau và mk có nghiêng về bố mk một chút vì lúc đó mk cũng k chịu nổi tính mẹ,xong mẹ bàng hoàng tại sao lại như vậy? Mẹ à mẹ đối xử với người ngoài rất tốt, luôn nhẹ nhàng tinh tế quan tâm chăm sóc, cũng rất sĩ diện. Nhưng với gia đình thì không, mẹ thật sự không hiểu tại sao ư? Tôi không cho mẹ biết về bệnh của mk,mỗi tháng đều tự đi khám và mua thuốc, tiền thuốc chỉ bằng 1/10 tiền lương, trích ra từ tiền ăn, trừ chi tiêu chỗ lương còn lại đều gửi cho mẹ. Vậy mà bà còn nói mấy tháng này con đưa ít thế, tôi cùng vừa mất việc, sau đó đột nhiên nghĩ đến tự sát đi nhưng lại thôi, vì tôi còn một đứa em nhỏ, nó đang giống đứa bé trong video, tôi không muốn em tôi trở thành tôi thứ 2, nhưng mà bất lực thật đấy. Mong bố chóng về, vậy là có thể cản mẹ phần nào rồi. Cuối cùng chỉ có thể nói trầm cảm sau sinh thật đáng sợ, vì nó là nguồn cơn mọi việc, nếu khi đó bố không ngoại tình thì tốt r, mẹ sẽ k trầm cảm rồi trút hết mọi thứ lên tôi, và tôi cũng không vì sợ hãi mà khép mình lại, sẽ có thể hạnh phúc rồi",False,,,
PHO_POS_000070,Ng ch trong chuyen và ng phu nu ay y nhu cuoc doi cua toi nghi that cay đắng,False,,,
PHO_POS_000071,Mình cũng bị áp lực gia đinh,False,,,
PHO_POS_000072,"Không nổi đau nào giống nổi đau nào, mình đang cố chấp nhận sự thay đổi của anh nhưng sao thiệt khó, vỉ lỗi lầm của anh làm ảnh hưởng rất lớn đến cs của vợ và con,",False,,,
